time_acc_dt_original_feats;time_acc_dt_selected_feats;time_acc_neight_original_feats;time_acc_neight_selected_feats;time_acc_gnb_original_feats;time_acc_gnb_selected_feats;time_acc_rf_original_feats;time_acc_rf_selected_feats;time_acc_mlp_original_feats;time_acc_mlp_selected_feats;time_acc_svc_original_feats;time_acc_svc_selected_featstime_prec_dt_original_feats;time_prec_dt_selected_feats;time_prec_neight_original_feats;time_prec_neight_selected_feats;time_prec_gnb_original_feats;time_prec_gnb_selected_feats;time_prec_rf_original_feats;time_prec_rf_selected_feats;time_prec_mlp_original_feats;time_prec_mlp_selected_feats;time_prec_svc_original_feats;time_prec_svc_selected_featstime_rec_dt_original_feats;time_rec_dt_selected_feats;time_rec_neight_original_feats;time_rec_neight_selected_feats;time_rec_gnb_original_feats;time_rec_gnb_selected_feats;time_rec_rf_original_feats;time_rec_rf_selected_feats;time_rec_mlp_original_feats;time_rec_mlp_selected_feats;time_rec_svc_original_feats;time_rec_svc_selected_featstime_f1_dt_original_feats;time_f1_dt_selected_feats;time_f1_neight_original_feats;time_f1_neight_selected_feats;time_f1_gnb_original_feats;time_f1_gnb_selected_feats;time_f1_rf_original_feats;time_f1_rf_selected_feats;time_f1_mlp_original_feats;time_f1_mlp_selected_feats;time_f1_svc_original_feats;time_f1_svc_selected_feats;time_acc_svc_selected_feats;time_f1_dt_original_feats;time_prec_dt_original_feats;time_prec_svc_selected_feats;time_rec_dt_original_feats;time_rec_svc_selected_feats
0.518;0.064;2.547;0.25;0.233;0.047;9.524;3.238;14.19;7.356;7.898;;0.078;2.498;0.237;0.234;0.048;9.386;3.206;16.238;7.377;8.031;;0.063;2.517;0.256;0.231;0.031;9.416;3.175;16.109;7.368;7.889;;0.078;2.534;0.259;0.242;0.047;9.461;3.192;17.397;7.632;7.876;0.427;0.429;0.527;0.518;0.432;0.532;0.43
0.52;0.078;2.484;0.251;0.232;0.031;9.448;3.191;15.895;7.382;7.966;;0.074;2.535;0.248;0.248;0.047;9.528;3.237;15.631;7.475;7.881;;0.062;2.517;0.251;0.234;0.047;9.42;3.201;16.549;7.341;8.008;;0.072;2.498;0.239;0.239;0.047;9.381;3.177;14.669;7.352;7.897;0.438;0.426;0.537;0.533;0.438;0.533;0.447
0.526;0.084;2.534;0.251;0.236;0.03;9.466;3.189;16.881;7.642;7.883;;0.078;2.498;0.253;0.237;0.031;9.416;3.188;16.17;7.339;7.859;;0.086;2.535;0.25;0.238;0.044;9.562;3.252;15.836;7.403;7.926;;0.078;2.508;0.245;0.236;0.047;9.408;3.196;15.149;7.358;8.02;0.444;0.438;0.524;0.517;0.429;0.532;0.432
0.523;0.078;2.496;0.234;0.239;0.031;9.394;3.177;16.296;7.351;7.899;;0.078;2.544;0.252;0.234;0.047;9.467;3.19;17.302;7.619;7.932;;0.083;2.476;0.25;0.239;0.054;9.406;3.178;14.83;7.377;7.874;;0.073;2.549;0.256;0.241;0.047;9.534;3.239;14.732;7.331;7.891;0.44;0.421;0.534;0.521;0.433;0.527;0.422
0.511;0.067;2.508;0.244;0.219;0.047;9.465;3.182;15.574;7.348;8.023;;0.078;2.502;0.234;0.25;0.047;9.382;3.193;15.396;7.36;7.913;;0.078;2.531;0.243;0.245;0.035;9.484;3.194;16.347;7.7;7.866;;0.062;2.503;0.25;0.234;0.047;9.405;3.185;16.367;7.374;7.884;0.426;0.427;0.532;0.534;0.429;0.528;0.445
0.542;0.064;2.544;0.25;0.237;0.031;9.521;3.218;16.3;7.348;7.882;;0.078;2.5;0.234;0.242;0.047;9.471;3.2;15.608;7.37;8.03;;0.078;2.513;0.243;0.23;0.047;9.409;3.196;15.52;7.435;7.92;;0.079;2.549;0.25;0.244;0.044;9.486;3.193;15.909;7.672;7.916;0.419;0.431;0.519;0.519;0.449;0.51;0.419
0.527;0.068;2.486;0.25;0.237;0.03;9.387;3.187;14.19;7.379;7.886;;0.084;2.503;0.251;0.235;0.046;9.548;3.231;14.774;7.351;7.898;;0.063;2.507;0.25;0.242;0.04;9.397;3.196;15.04;7.367;8.039;;0.078;2.524;0.25;0.229;0.047;9.395;3.185;14.864;7.351;7.894;0.431;0.416;0.531;0.526;0.425;0.525;0.429
0.518;0.063;2.539;0.252;0.234;0.031;9.755;3.19;15.844;7.63;7.893;;0.078;2.492;0.266;0.23;0.047;9.439;3.196;14.66;7.398;7.885;;0.078;2.492;0.257;0.223;0.047;9.479;3.231;14.839;7.377;7.932;;0.063;2.505;0.259;0.234;0.05;9.41;3.176;17.138;7.317;8.015;0.437;0.422;0.526;0.516;0.432;0.524;0.436
0.516;0.084;2.485;0.249;0.232;0.031;9.385;3.211;14.73;7.339;7.917;;0.078;2.535;0.261;0.235;0.047;9.555;3.21;16.387;7.613;7.94;;0.076;2.499;0.24;0.23;0.047;9.426;3.193;14.827;7.4;7.904;;0.078;2.493;0.25;0.245;0.031;9.477;3.223;14.815;7.354;7.884;0.434;0.421;0.513;0.528;0.439;0.538;0.442
0.514;0.078;2.491;0.234;0.246;0.031;9.385;3.213;15.423;7.396;8.024;;0.09;2.49;0.256;0.239;0.045;9.391;3.192;14.89;7.362;7.922;;0.078;2.538;0.247;0.234;0.047;9.526;3.271;15.207;7.684;7.882;;0.078;2.51;0.254;0.239;0.047;9.399;3.191;14.823;7.383;7.947;0.437;0.438;0.517;0.517;0.427;0.537;0.438
0.528;0.078;2.49;0.249;0.23;0.047;9.435;3.206;14.464;7.355;7.872;;0.078;2.502;0.254;0.224;0.047;9.442;3.187;15.807;7.516;8.039;;0.078;2.511;0.255;0.22;0.047;9.384;3.191;14.555;7.367;7.868;;0.078;2.538;0.246;0.234;0.061;9.52;3.228;14.954;7.69;7.909;0.438;0.415;0.519;0.533;0.45;0.521;0.444
0.518;0.078;2.513;0.238;0.234;0.047;9.418;3.187;15.458;7.401;8.024;;0.078;2.498;0.249;0.238;0.047;9.464;3.204;15.835;7.359;7.88;;0.062;2.538;0.257;0.235;0.049;9.418;3.175;17.171;7.625;8.032;;0.059;2.513;0.25;0.236;0.047;9.415;3.204;15.437;7.349;7.9;0.436;0.432;0.546;0.532;0.429;0.523;0.441
0.536;0.062;2.539;0.268;0.254;0.044;9.533;3.266;15.874;7.638;7.878;;0.078;2.506;0.254;0.225;0.047;9.452;3.186;14.624;7.361;8.203;;0.073;2.5;0.248;0.238;0.047;9.375;3.19;15.859;7.362;7.901;;0.066;2.52;0.259;0.237;0.054;9.397;3.18;16.682;7.615;8.037;0.432;0.423;0.541;0.518;0.427;0.533;0.424
0.516;0.078;2.499;0.238;0.24;0.035;9.472;3.188;14.716;7.353;7.861;;0.078;2.55;0.25;0.235;0.055;9.517;3.222;14.815;7.556;7.913;;0.078;2.505;0.248;0.234;0.047;9.439;3.186;14.701;7.352;8.039;;0.078;2.505;0.25;0.242;0.035;9.408;3.169;15.211;7.348;7.911;0.422;0.423;0.526;0.514;0.433;0.53;0.423
0.522;0.07;2.534;0.25;0.23;0.037;9.403;3.188;16.278;7.646;7.997;;0.09;2.488;0.25;0.242;0.042;9.399;3.174;15.84;7.344;7.874;;0.065;2.545;0.252;0.233;0.047;9.541;3.227;15.197;7.496;7.915;;0.078;2.493;0.256;0.234;0.047;9.421;3.178;15.36;7.369;8.017;0.436;0.426;0.518;0.528;0.429;0.53;0.442
0.522;0.07;2.494;0.25;0.229;0.041;9.377;3.205;14.871;7.379;7.921;;0.082;2.535;0.262;0.235;0.047;9.459;3.191;15.778;7.64;7.953;;0.063;2.526;0.257;0.235;0.031;9.559;3.242;15.952;7.474;7.929;;0.078;2.559;0.254;0.25;0.04;9.564;3.236;14.452;7.537;7.916;0.438;0.422;0.535;0.524;0.44;0.539;0.423
0.517;0.078;2.49;0.245;0.234;0.046;9.564;3.199;15.512;7.444;8.005;;0.063;2.52;0.249;0.244;0.053;9.47;3.203;14.897;7.402;7.988;;0.081;2.548;0.262;0.238;0.047;9.463;3.192;16.93;7.762;7.942;;0.078;2.469;0.234;0.234;0.047;9.283;3.141;14.607;7.485;7.917;0.429;0.44;0.531;0.527;0.435;0.528;0.429
0.516;0.062;2.469;0.25;0.234;0.047;9.391;3.187;14.268;7.25;7.758;;0.078;2.438;0.25;0.234;0.047;9.247;3.141;15.25;7.255;7.908;;0.078;2.439;0.25;0.234;0.031;9.235;3.148;14.578;7.252;7.768;;0.063;2.5;0.266;0.234;0.047;9.495;3.178;14.892;7.485;7.719;0.438;0.422;0.531;0.516;0.438;0.516;0.422
0.516;0.063;2.437;0.25;0.219;0.047;9.188;3.137;15.565;7.329;7.735;;0.078;2.438;0.25;0.234;0.047;9.297;3.188;15.515;7.267;7.734;;0.078;2.437;0.25;0.234;0.047;9.189;3.109;15.579;7.283;7.913;;0.078;2.435;0.25;0.234;0.047;9.192;3.125;16.048;7.267;7.734;0.422;0.406;0.516;0.516;0.422;0.516;0.437
0.516;0.078;2.502;0.234;0.234;0.047;9.437;3.187;15.994;7.562;7.704;;0.078;2.453;0.25;0.219;0.047;9.22;3.125;16.127;7.272;7.783;;0.078;2.438;0.25;0.219;0.047;9.204;3.203;15.674;7.234;7.703;;0.063;2.438;0.25;0.234;0.047;9.191;3.125;16.191;7.359;7.922;0.437;0.422;0.516;0.516;0.422;0.524;0.438
0.516;0.063;2.438;0.25;0.234;0.035;9.231;3.125;15.705;7.251;7.704;;0.078;2.5;0.25;0.234;0.047;9.411;3.187;15.172;7.531;7.703;;0.063;2.453;0.234;0.234;0.047;9.33;3.127;15.642;7.251;7.921;;0.078;2.437;0.25;0.219;0.047;9.205;3.141;15.656;7.266;7.747;0.422;0.422;0.516;0.531;0.422;0.516;0.406
0.516;0.062;2.469;0.25;0.219;0.047;9.189;3.156;16.718;7.485;7.908;;0.078;2.438;0.25;0.234;0.031;9.252;3.141;15.721;7.266;7.719;;0.078;2.5;0.25;0.234;0.047;9.408;3.203;14.439;7.424;7.704;;0.078;2.438;0.25;0.234;0.047;9.217;3.128;16.189;7.237;7.911;0.438;0.422;0.516;0.516;0.422;0.516;0.422
0.516;0.062;2.438;0.25;0.219;0.031;9.241;3.109;15.612;7.25;7.731;;0.078;2.501;0.25;0.219;0.047;9.234;3.141;16.626;7.548;7.844;;0.063;2.469;0.234;0.234;0.047;9.205;3.125;16.203;7.251;7.705;;0.078;2.5;0.25;0.234;0.047;9.406;3.19;14.41;7.329;7.719;0.422;0.422;0.531;0.516;0.437;0.531;0.422
0.516;0.078;2.438;0.234;0.219;0.047;9.204;3.141;16.374;7.239;7.901;;0.063;2.453;0.25;0.234;0.047;9.189;3.173;15.662;7.262;7.704;;0.078;2.516;0.25;0.234;0.047;9.266;3.125;16.768;7.532;7.734;;0.063;2.438;0.25;0.234;0.047;9.185;3.141;15.113;7.25;7.705;0.422;0.422;0.531;0.531;0.422;0.516;0.437
0.516;0.078;2.5;0.25;0.234;0.031;9.407;3.187;16.127;7.251;7.719;;0.062;2.438;0.25;0.234;0.047;9.203;3.141;15.675;7.253;7.909;;0.078;2.453;0.25;0.234;0.047;9.189;3.125;15.047;7.294;7.746;;0.063;2.502;0.25;0.234;0.047;9.392;3.141;15.102;7.531;7.703;0.422;0.422;0.531;0.531;0.422;0.516;0.422
0.518;0.062;2.438;0.25;0.234;0.031;9.25;3.112;15.112;7.281;7.719;;0.062;2.453;0.234;0.234;0.047;9.361;3.187;15.282;7.253;7.75;;0.063;2.453;0.25;0.234;0.047;9.19;3.141;16.191;7.285;7.908;;0.063;2.453;0.25;0.234;0.031;9.225;3.111;14.907;7.282;7.767;0.422;0.422;0.531;0.531;0.422;0.516;0.437
0.516;0.078;2.5;0.234;0.234;0.047;9.392;3.163;16.597;7.532;7.735;;0.078;2.453;0.25;0.234;0.047;9.205;3.125;14.94;7.297;7.751;;0.078;2.453;0.25;0.234;0.047;9.22;3.189;14.861;7.267;7.711;;0.063;2.455;0.234;0.234;0.047;9.187;3.141;15.469;7.359;7.922;0.437;0.422;0.531;0.516;0.422;0.531;0.437
0.516;0.063;2.453;0.234;0.234;0.031;9.189;3.141;15.446;7.25;7.72;;0.078;2.516;0.25;0.234;0.047;9.422;3.19;15.251;7.529;7.769;;0.078;2.438;0.248;0.234;0.047;9.238;3.111;16.205;7.266;7.938;;0.062;2.453;0.25;0.219;0.047;9.205;3.137;16.157;7.282;7.722;0.422;0.422;0.516;0.531;0.422;0.517;0.422
0.531;0.062;2.438;0.25;0.234;0.031;9.234;3.127;17.251;7.439;7.953;;0.078;2.437;0.25;0.234;0.047;9.204;3.141;16.209;7.267;7.719;;0.078;2.5;0.266;0.22;0.047;9.422;3.204;16.143;7.532;7.718;;0.063;2.453;0.25;0.219;0.047;9.236;3.141;15.36;7.266;7.909;0.422;0.422;0.516;0.516;0.422;0.516;0.422
0.516;0.063;2.438;0.234;0.234;0.031;9.194;3.125;15.04;7.281;7.719;;0.078;2.453;0.25;0.25;0.047;9.221;3.125;15.802;7.518;7.859;;0.078;2.422;0.25;0.234;0.047;9.21;3.141;14.344;7.252;7.72;;0.063;2.5;0.25;0.25;0.047;9.403;3.193;15.158;7.391;7.75;0.422;0.422;0.531;0.531;0.437;0.516;0.406
0.516;0.078;2.439;0.234;0.219;0.047;9.219;3.141;16.392;7.25;7.922;;0.078;2.467;0.25;0.219;0.047;9.219;3.109;16.297;7.3;7.728;;0.078;2.518;0.25;0.234;0.047;9.266;3.126;17.175;7.5;7.781;;0.078;2.438;0.25;0.219;0.047;9.204;3.142;14.682;7.266;7.706;0.437;0.422;0.516;0.516;0.422;0.516;0.437
0.516;0.063;2.516;0.25;0.234;0.031;9.455;3.187;14.641;7.253;7.75;;0.078;2.454;0.234;0.234;0.047;9.204;3.156;15.455;7.25;7.909;;0.078;2.438;0.25;0.234;0.047;9.209;3.141;15.219;7.267;7.719;;0.078;2.5;0.25;0.234;0.047;9.393;3.127;16.048;7.533;7.72;0.422;0.422;0.531;0.516;0.437;0.516;0.422
0.516;0.078;2.438;0.234;0.234;0.047;9.172;3.109;15.034;7.298;7.7;;0.078;2.453;0.234;0.234;0.047;9.375;3.19;15.66;7.251;7.729;;0.078;2.438;0.25;0.219;0.047;9.188;3.141;16.759;7.281;7.906;;0.078;2.453;0.25;0.234;0.047;9.226;3.125;15.682;7.28;7.781;0.422;0.422;0.516;0.516;0.422;0.516;0.422
0.516;0.078;2.5;0.234;0.234;0.047;9.412;3.172;15.142;7.536;7.719;;0.078;2.438;0.25;0.234;0.031;9.213;3.109;15.345;7.281;7.734;;0.078;2.438;0.25;0.219;0.047;9.281;3.189;15.328;7.267;7.709;;0.078;2.438;0.25;0.234;0.047;9.205;3.141;16.516;7.297;7.923;0.422;0.424;0.516;0.516;0.406;0.516;0.422
0.516;0.062;2.5;0.25;0.234;0.031;9.298;3.141;15.502;7.25;7.76;;0.078;2.501;0.266;0.234;0.047;9.422;3.203;14.924;7.531;7.719;;0.062;2.484;0.25;0.219;0.047;9.22;3.126;15.674;7.267;7.798;;0.078;2.439;0.25;0.234;0.047;9.203;3.172;15.627;7.268;7.719;0.422;0.422;0.516;0.516;0.423;0.516;0.422
0.516;0.062;2.443;0.234;0.234;0.031;9.336;3.144;17.126;7.376;7.938;;0.078;2.455;0.25;0.219;0.047;9.221;3.125;15.699;7.266;7.703;;0.078;2.5;0.25;0.234;0.047;9.422;3.189;15.802;7.485;7.75;;0.078;2.439;0.25;0.234;0.047;9.219;3.125;15.656;7.266;7.892;0.422;0.422;0.516;0.516;0.422;0.531;0.422
